Dodgeball: A True Underdog Story, 2004, Comedy, A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain., https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_SX300.jpg
A Few Good Men, 1992, Drama, Neo military lawyer Kaffee defends Marines accused of murder; they contend they were acting under orders., https://images-na.ssl-images-amazon.com/images/M/MV5BMmRlZDQ1MmUtMzE2Yi00YTkxLTk1MGMtYmIyYWQwODcxYzRlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
Hachi: A Dog's Tale, 2009, Drama, A college professor's bond with the abandoned dog he takes into his home., https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMDA2MjM4NDReQTJeQWpwZ15BbWU3MDE0NTgxMTM@._V1_SX300.jpg
A Good Day to Die Hard, 2013, Action, John McClane travels to Russia to help out his seemingly wayward son Jack only to discover that Jack is a CIA operative working undercover causing the father and son to team up against underworld forces., https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg
A Walk to Remember, 2002, Drama, The story of two North Carolina teens Landon Carter and Jamie Sullivan who are thrown together after Landon gets into trouble and is made to do community service., https://images-na.ssl-images-amazon.com/images/M/MV5BMzU3NTYxM2MtNjViMS00YmNlLWEwM2MtYWI2MzgzNTkxODFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Series of Unfortunate Events, 2004, Adventure, When a massive fire kills their parents three children are delivered to the custody of cousin and stage actor Count Olaf who is secretly plotting to steal their parents' vast fortune., https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MDM4NTg0NV5BMl5BanBnXkFtZTcwNjI4MTczMw@@._V1_SX300.jpg
For a Few Dollars More, 1965, Western, Two bounty hunters with the same intentions team up to track down a Western outlaw., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMjIzOTEzMF5BMl5BanBnXkFtZTcwMTUzNTk3NA@@._V1_SX300.jpg
How to Lose a Guy in 10 Days, 2003, Comedy, Benjamin Barry is an advertising executive and ladies' man who to win a big campaign bets that he can make a woman fall in love with him in 10 days. Andie Anderson covers the "How To" beat for "Composure" magazine and is assigned to write an article on "How to Lose a Guy in 10 days." They meet in a bar shortly after the bet is made., https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_SX300.jpg
A Separation, 2011, Drama, A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease., https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMzU4NDUwOF5BMl5BanBnXkFtZTcwMTM5MjA5Ng@@._V1_SX300.jpg
Cloudy with a Chance of Meatballs, 2009, Animation, A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know that things are about to take a turn for the worst., https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg
A Life Less Ordinary, 1997, Comedy, Ewan McGregor stars as a cleaning man in L.A. who takes his boss' daughter hostage after being fired and replaced by a robot. Two "angels" who are in charge of human relationships on earth..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMTEzOTMxNF5BMl5BanBnXkFtZTYwNzYxMjE5._V1_SX300.jpg
A Room with a View, 1985, Drama, When Lucy Honeychurch and chaperone Charlotte Bartlett find themselves in Florence with rooms without views fellow guests Mr Emerson and son George step in to remedy the situation. Meeting..., https://images-na.ssl-images-amazon.com/images/M/MV5BYWFmNGE1YTMtMTM2MC00NjM3LTg1NWItMzdmM2NjOGE2M2Y2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Trip to the Moon, 1902, Short, A group of astronomers go on an expedition to the Moon., https://images-na.ssl-images-amazon.com/images/M/MV5BNGNjZjEyODgtMDhkNi00YjFlLWExOTYtOTUwMjVkOTY2NTg4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjYzMjA3NzI@._V1_SX300.jpg
A Monster Calls, 2016, Drama, A boy seeks the help of a tree monster to cope with his single mother's terminal illness., https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1OTA5OTkyNV5BMl5BanBnXkFtZTgwODMwNDU5OTE@._V1_SX300.jpg
It's a Mad Mad Mad Mad World, 1963, Action, The dying words of a thief spark a madcap cross-country rush to find some treasure., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MDU2NTUwN15BMl5BanBnXkFtZTcwNzQxODg0NA@@._V1_SX300.jpg
Message in a Bottle, 1999, Drama, A woman discovers a tragic love letter in a bottle on a beach and is determined to track down its author., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMDMxMDkwNV5BMl5BanBnXkFtZTcwMDQ0NzcyMQ@@._V1_SX300.jpg
Once Upon a Time in Anatolia, 2011, Crime, A group of men set out in search of a dead body in the Anatolian steppes., https://images-na.ssl-images-amazon.com/images/M/MV5BMzg3OTMyODQ1M15BMl5BanBnXkFtZTcwNjMwMTEwNw@@._V1_SX300.jpg
In a World..., 2013, Comedy, An underachieving voice coach finds herself competing in the movie trailer voice-over profession against her arrogant father and his protégé., https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NzE0Mzg3M15BMl5BanBnXkFtZTcwNzY2MDY3OQ@@._V1_SX300.jpg
Angel-A, 2005, Comedy, A beautiful woman helps an inept scam artist get his game together., https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNTQ2OTgxOV5BMl5BanBnXkFtZTcwODAwNDI0MQ@@._V1_SX300.jpg
A Bittersweet Life, 2005, Action, Things go wrong for a high ranking mobster when he doesn't proceed by his boss's orders., https://images-na.ssl-images-amazon.com/images/M/MV5BNTNkMDhhYzUtOGI5Mi00YWEyLTk4ODYtZTgzMjg2OGM5YWM1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Confessions of a Teenage Drama Queen, 2004, Comedy, A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs where she finds herself competing for attention., https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMDE0MDQ5Ml5BMl5BanBnXkFtZTcwNTUwMDUyMQ@@._V1_SX300.jpg
A Little Bit of Heaven, 2011, Comedy, An irreverent young woman who uses her humor to prevent matters from getting serious has a life-changing visit with her doctor., https://images-na.ssl-images-amazon.com/images/M/MV5BNzY1MDkzMTc0NF5BMl5BanBnXkFtZTcwODc5NDU1Nw@@._V1_SX300.jpg
A Civil Action, 1998, Drama, The families of children who died sue two companies for dumping toxic waste: a tort so expensive to prove the case could bankrupt their lawyers., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNTgzNDY3N15BMl5BanBnXkFtZTYwODkzNDc5._V1_SX300.jpg
Friday the 13th: A New Beginning, 1985, Horror, Still haunted by his past Tommy Jarvis - who as a child killed Jason Voorhees - wonders if the serial killer is connected to a series of brutal murders occurring in and around the secluded halfway house where he now lives., https://images-na.ssl-images-amazon.com/images/M/MV5BMmI5ZDRmOTMtNmJjNy00YWRkLTgwN2MtYzY5OTkzY2M5NjYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Dear Zachary: A Letter to a Son About His Father, 2008, Documentary, A filmmaker decides to memorialize a murdered friend when his friend's ex-girlfriend announces she is expecting his son., https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NjQwMTgxOF5BMl5BanBnXkFtZTcwMTk0MTg5MQ@@._V1_SX300.jpg
The Man Without a Face, 1993, Drama, Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher., https://images-na.ssl-images-amazon.com/images/M/MV5BMGYyNzA0MTctNWQ4My00YTA5LTkxZmItYWQwYzcwNzU1YTdiXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg
A Charlie Brown Christmas, 1965, Animation, Repelled by the commercialism he sees around him Charlie Brown tries to find the true meaning of Christmas., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NDQxNTcxN15BMl5BanBnXkFtZTgwNzY1Njc1MzE@._V1_SX300.jpg
Win a Date with Tad Hamilton!, 2004, Comedy, A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected a love triangle forms between the girl the male celebrity and the girl's best friend., https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODcyNjA4NF5BMl5BanBnXkFtZTcwMjM3NjQyMQ@@._V1_SX300.jpg
A Lonely Place to Die, 2011, Adventure, A group of mountaineers in the Scottish Highlands discover a kidnapped girl and are pursued by her captors., https://images-na.ssl-images-amazon.com/images/M/MV5BNTM5OTA2MTc2N15BMl5BanBnXkFtZTcwMjI3NDQyNg@@._V1_SX300.jpg
A Mighty Wind, 2003, Comedy, Mockumentary captures the reunion of 1960s folk trio the Folksmen as they prepare for a show at The Town Hall to memorialize a recently deceased concert promoter., https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MDAwMTg1OV5BMl5BanBnXkFtZTYwMzg0MDI3._V1_SX300.jpg
A Coffee in Berlin, 2012, Drama, An aimless university dropout attempts to make sense of life as he spends one fateful day wandering the streets of Berlin., https://images-na.ssl-images-amazon.com/images/M/MV5BNDgzOTQxNzU1MV5BMl5BanBnXkFtZTgwNzE3MzM4MTE@._V1_SX300.jpg
Tristram Shandy: A Cock and Bull Story, 2005, Comedy, Director Michael Winterbottom (Northam) attempts to shoot the adaptation of Laurence Sterne's essentially unfilmable novel "The Life and Opinions of Tristram Shandy Gentleman.", https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2ODMwNTY3NV5BMl5BanBnXkFtZTcwMzczNjEzMQ@@._V1_SX300.jpg
Once Upon a Time in Mumbai, 2010, Action, A smuggler rises to power in in 1970s Mumbai a younger gangster seeks to overthrow him and a police officer is caught in the middle., https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwMTg1NzY3NDReQTJeQWpwZ15BbWU3MDQ2NzQxNzM@._V1_SX300.jpg
Project A, 1983, Action, Fighting against pirates in "old Hong Kong". Chinese costume drama with plenty of over-the-top tongue in cheek action and music., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MTE1NDgzM15BMl5BanBnXkFtZTcwMDgxODUyMQ@@._V1_SX300.jpg
A Pigeon Sat on a Branch Reflecting on Existence, 2014, Comedy, Sam and Jonathan a pair of hapless novelty salesman embark on a tour of the human condition in reality and fantasy that unfold in a series of absurdist episodes., https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MzQ5MTQzMl5BMl5BanBnXkFtZTgwMTUzNTA4NTE@._V1_SX300.jpg
What's in a Name?, 2012, Comedy, Vincent is about to become a father. At a meeting with childhood friends he announces the name for his future son. The scandalous name ignites a discussion which surfaces unpleasant matters from the past of the group., https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ4ODM5NTg0Ml5BMl5BanBnXkFtZTgwNzQ5MTA3MDE@._V1_SX300.jpg
A Woman Is a Woman, 1961, Comedy, A French striptease artist is desperate to become a mother. When her reluctant boyfriend suggests his best friend to impregnate her feelings become complicated when she accepts., https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDEyMjQwMF5BMl5BanBnXkFtZTcwMTAyODUyMQ@@._V1_SX300.jpg
A Star Is Born, 1954, Drama, A film star helps a young singer and actress find fame even as age and alcoholism send his own career on a downward spiral., https://images-na.ssl-images-amazon.com/images/M/MV5BNTg2MzMwYzUtZjk0Yy00MGM2LTk1NmUtMmVhYjRhNzNmZmIwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
We're Back! A Dinosaur's Story, 1993, Animation, Captain New Eyes travels back in time and feeds dinosaurs his Brain Grain cereal which makes them intelligent and nonviolent. They agree to go to the Middle Future (this era) in order to ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwMzE1MDAyNzdeQTJeQWpwZ15BbWU2MDA3NTg5OQ@@._V1_SX300.jpg
We Have a Pope, 2011, Comedy, N/A, https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MjYzMzYwNl5BMl5BanBnXkFtZTcwODQxMDg0Nw@@._V1_SX300.jpg
Rebel Without a Cause, 1955, Drama, A rebellious young man with a troubled past comes to a new town finding friends and enemies., https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNWIwYzAtMWVhZi00YzQ2LTlmNGYtOTg3NDdkNTRjOWI2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
A Cinderella Story, 2004, Comedy, Routinely exploited by her wicked stepmother the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance., https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_SX300.jpg
Notes on a Scandal, 2006, Crime, A veteran high school teacher befriends a younger art teacher who is having an affair with one of her 15-year-old students. However her intentions with this new "friend" also go well beyond platonic friendship., https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NTcyMjE3NF5BMl5BanBnXkFtZTcwNDAyNzkzMQ@@._V1_SX300.jpg
Confessions of a Shopaholic, 2009, Comedy, A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MzcyMTkwOF5BMl5BanBnXkFtZTcwMDM3MTc5MQ@@._V1_SX300.jpg
A Very Long Engagement, 2004, Drama, Tells the story of a young woman's relentless search for her fiancé who has disappeared from the trenches of the Somme during World War One., https://images-na.ssl-images-amazon.com/images/M/MV5BZWI4ZTgwMzktNjk3Yy00OTlhLTg3YTAtMTA1MWVlMWJiOTRiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
Girl with a Pearl Earring, 2003, Biography, A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works., https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NjU3NjA0N15BMl5BanBnXkFtZTcwNjI4MTQyMQ@@._V1_SX300.jpg
Along Came a Spider, 2001, Crime, When a congressman's daughter under Secret Service protection is kidnapped from a private school detective Alex Cross investigates the case even though he's recovering from the loss of his partner., https://images-na.ssl-images-amazon.com/images/M/MV5BOTVlY2VhMWEtYmRlOC00YWVhLWEzMDktZWJlYzNiMWJmZTIwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
A Most Wanted Man, 2014, Crime, A Chechen Muslim illegally immigrates to Hamburg where he gets caught in the international war on terror., https://images-na.ssl-images-amazon.com/images/M/MV5BODY2MTA0MjYzMl5BMl5BanBnXkFtZTgwOTE3NzE4MTE@._V1_SX300.jpg
A Lot Like Love, 2005, Comedy, On a flight from Los Angeles to New York Oliver and Emily make a connection only to decide that they are poorly suited to be together. Over the next seven years however they are ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMjU1MTYxNl5BMl5BanBnXkFtZTcwMjI2MjgyMQ@@._V1_SX300.jpg
A Perfect World, 1993, Crime, A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law headed by an honorable U.S. Marshal., https://images-na.ssl-images-amazon.com/images/M/MV5BZjcyYmU1NzYtMmJiYy00NjJlLWE5ZjMtZWNkOWNjZmQ4MzIyXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
I Walked with a Zombie, 1943, Fantasy, A Canadian nurse is hired to care for the wife of a sugar plantation owner who has been acting strangely on a Caribbean island., https://images-na.ssl-images-amazon.com/images/M/MV5BZjQzMzliN2YtYTVhNC00Zjc4LThjMmYtMTE0ZGUzMWNmYzJlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg
Death of a Salesman, 1985, Drama, An aging traveling salesman recognizes the emptiness of his life and tries to fix it., https://images-na.ssl-images-amazon.com/images/M/MV5BNjY3NWQxYmMtZTlmNS00MmI3LTkxNDktM2U5ZjllNWJmZGIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Killing of a Chinese Bookie, 1976, Crime, A proud strip club owner is forced to come to terms with himself as a man when his gambling addiction gets him in hot water with the mob who offer him only one alternative., https://images-na.ssl-images-amazon.com/images/M/MV5BNTQ0YTcyZGYtOWY5Ny00ZTNkLThjNzItMDk2MGMxNDZjNWQ4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
Lilo & Stitch 2: Stitch Has a Glitch, 2005, Animation, A malfunction threatens to destroy Stitch and his friendship with Lilo!, https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMTAwMjg2M15BMl5BanBnXkFtZTcwMzQyMjAzMQ@@._V1_SX300.jpg
A Special Day, 1977, Drama, Two neighbors a persecuted journalist and a resigned housewife meet during Hitler's visit in Italy in 1938., https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0YmQ3MmEtZDI3NC00ZWZjLWExODEtOTVkNDVhNjdiZWNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Fox's Tale, 2008, Animation, Little Jack is a young fox living happily with his family in the woods but everything changes when his father is captured by a circus troupe in order to be part of their show. The rest of ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NTQzNTkyNV5BMl5BanBnXkFtZTcwMzI2NDAwMg@@._V1_SX300.jpg
A Chorus Line, 1985, Drama, Hopefuls try out before a demanding director for a part in a new musical., https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzOTIwOTA1NF5BMl5BanBnXkFtZTcwMDg4NzQzNA@@._V1_SX300.jpg
Without a Clue, 1988, Comedy, A drunken Sherlock Holmes is really just a cover for the real detective - Dr Watson., https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNzg3ODUxNF5BMl5BanBnXkFtZTcwODc1Nzg0NQ@@._V1_SX300.jpg
A Field in England, 2013, Drama, Amid the Civil War in 17th-century England a group of deserters flee from battle through an overgrown field. Captured by an alchemist the men are forced to help him search to find a hidden treasure that he believes is buried in the field., https://images-na.ssl-images-amazon.com/images/M/MV5BMjcyNzQyMjI0NF5BMl5BanBnXkFtZTgwNjU2MDc5MDE@._V1_SX300.jpg
Ballad of a Soldier, 1959, Drama, Young Russian soldier Alyosha earns a medal but asks to visit his mother instead. His journey recounts various kinds of love during wartime., https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwOTc2MDAyNl5BMl5BanBnXkFtZTcwNDM2OTcyMQ@@._V1_SX300.jpg
Turbo: A Power Rangers Movie, 1997, Action, The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias where only the kindly ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2OTc1MzMxNDheQTJeQWpwZ15BbWU3MDM4ODc1MjE@._V1_SX300.jpg
A Man Called Horse, 1970, Adventure, In 1825 an English aristocrat is captured by Native Americans. He lives with them and begins to understand their way of life. Eventually he is accepted as part of the tribe and becomes their leader., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5ODYxMzk2Nl5BMl5BanBnXkFtZTcwMjIwMzkxMQ@@._V1_SX300.jpg
Eternity and a Day, 1998, Drama, Famous writer Alexander is very ill and has little time left to live. He meets a little boy on the street who is an illegal immigrant from Albania and goes on a journey with him to take the boy home., https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMjEwMTQyM15BMl5BanBnXkFtZTcwMzUxNDQzMQ@@._V1_SX300.jpg
Project A 2, 1987, Action, Dragon is now transferred to be the police head of Sai Wan district and has to contend with a gangster kingpin anti-Manchu revolutionaries some runaway pirates Manchu Loyalists and a corrupt police superintendent., https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NjkzODY2MV5BMl5BanBnXkFtZTcwNzc5MDUyMQ@@._V1_SX300.jpg
Prelude to a Kiss, 1992, Comedy, A couple fall in love despite the girl's pessimistic outlook. As they struggle to come to terms with their relationship something supernatural happens that tests it., https://images-na.ssl-images-amazon.com/images/M/MV5BN2FmODJiYmUtNGM1MC00MjRhLWI3NjEtMTM4YzgwMjBmMWFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Arrival of a Train, 1896, Documentary, A group of people are standing in a straight line along the platform of a railway station waiting for a train which is seen coming at some distance. When the train stops at the platform ..., https://images-na.ssl-images-amazon.com/images/M/MV5BZjE2MGVkMTAtMWIwYy00YzQ5LWE2YTAtMTU2NGJmNGNjY2IyXkEyXkFqcGdeQXVyNjMxMzM3NDI@._V1_SX300.jpg
A Good Marriage, 2014, Drama, After 25 years of a good marriage what will Darcy do once she discovers her husband's sinister secret?, https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MjY2ODgwNl5BMl5BanBnXkFtZTgwMTQ0Mjg0MjE@._V1_SX300.jpg
Death of a President, 2006, Crime, Years after the assassination of President George W. Bush in Chicago an investigative documentary examines that as-yet-unsolved crime., https://images-na.ssl-images-amazon.com/images/M/MV5BOTE3MDE2MjYxMF5BMl5BanBnXkFtZTcwODYxODgzMQ@@._V1_SX300.jpg
A Letter to Three Wives, 1949, Drama, A letter is addressed to three wives from their "best friend" Addie Ross announcing that she is running away with one of their husbands: but she does not say which one., https://images-na.ssl-images-amazon.com/images/M/MV5BMzg0ZWQ1Y2EtYzBkMi00MTk0LWFhMTEtZGUwZTIzNGYyOWI0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Rock-A-Doodle, 1991, Animation, Edmund is a boy whose favorite story of Chanticleer a rooster whose singing makes the sun rise every morning until the Grand Duke of Owls whose kind despises the bright sun makes him ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5Njk5OTAwMl5BMl5BanBnXkFtZTcwNDkwODU2NA@@._V1_SX300.jpg
A Little Trip to Heaven, 2005, Drama, A husband and wife tangle with an investigator over her dead brother's million-dollar insurance policy., https://images-na.ssl-images-amazon.com/images/M/MV5BNTgyOTc1NjkxOV5BMl5BanBnXkFtZTcwOTk5NjU0MQ@@._V1_SX300.jpg
A Countess from Hong Kong, 1967, Comedy, In Hong Kong the wealthy Ogden Mears is traveling in a transatlantic and is near to be assigned Saudi Arabia Ambassador and is divorcing from his wife Martha. His friend Harvey and he are ..., https://images-na.ssl-images-amazon.com/images/M/MV5BODQ0NjM3OGMtYzhmOC00NzA1LTg1ODgtMjkzMDcwZDVlZjZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
A Tale of Two Cities, 1935, Drama, A pair of lookalikes one a former French aristocrat and the other an alcoholic English lawyer fall in love with the same woman amongst the turmoil of the French Revolution., https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NjQ4NzMzMF5BMl5BanBnXkFtZTgwNjkxOTYyMjE@._V1_SX300.jpg
Scenes from a Mall, 1991, Comedy, On their 16th anniversary a married couple's trip to a Beverly Hills mall becomes the stage for personal revelations and deceptions., https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNjcyNzYyM15BMl5BanBnXkFtZTcwNTE0MjIyMQ@@._V1_SX300.jpg
I Hired a Contract Killer, 1990, Comedy, After fifteen years' service Henri Boulanger is made redundant from his job. Shocked he attempts suicide but can't go through with it so he hires a contract killer in a seedy bar to ..., https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5ODkzOTQ3MF5BMl5BanBnXkFtZTcwNDA1MDgxMQ@@._V1_SX300.jpg
A Day in the Country, 1936, Short, The family of a Parisian shop-owner spends a day in the country. The daughter falls in love to a man at the inn where they spend the day., https://images-na.ssl-images-amazon.com/images/M/MV5BMjZlYTM2NGEtNGQzMy00MjkzLWIyNWMtYzJjY2M2MDE5MDBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Brief History of Time, 1991, Documentary, A film about the life and work of the cosmologist Stephen Hawking who despite his near total paralysis is one of the great minds of all time., https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyOTA3MDgwNl5BMl5BanBnXkFtZTgwNjgxNTkwMzE@._V1_SX300.jpg
